"","municipio_code","municipio_name","region","long.x","lat.x","order","hole","piece","id","group","state_code","state_name","state_name_official","state_abbr","state_abbr_official","year","pop","pop_male","pop_female","afromexican","indigenous_language","metro_area","long.y","lat.y","Inversión.por.metro.cuadrado","porc_no_entub","due_tot","ind_ce_tot","sin_dre","serv_prom"
"72","10","Álvaro Obregón","09010",-99.2998082,19.32189732,17997,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"73","10","Álvaro Obregón","09010",-99.29881197,19.3204716,17998,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"74","10","Álvaro Obregón","09010",-99.29067054,19.32231552,17999,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"75","10","Álvaro Obregón","09010",-99.29084125,19.32241365,18000,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"76","10","Álvaro Obregón","09010",-99.29116328,19.32252468,18001,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"77","10","Álvaro Obregón","09010",-99.29130218,19.32261642,18002,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"78","10","Álvaro Obregón","09010",-99.28669857,19.32977083,18003,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"79","10","Álvaro Obregón","09010",-99.28742711,19.33057627,18004,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"80","10","Álvaro Obregón","09010",-99.28752631,19.33095377,18005,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"81","10","Álvaro Obregón","09010",-99.28743989,19.33129546,18006,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"82","10","Álvaro Obregón","09010",-99.28729702,19.33157923,18007,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"83","10","Álvaro Obregón","09010",-99.2859854,19.33424489,18008,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"84","10","Álvaro Obregón","09010",-99.28512055,19.33626835,18009,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"85","10","Álvaro Obregón","09010",-99.28495155,19.33647205,18010,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"86","10","Álvaro Obregón","09010",-99.28471395,19.33661475,18011,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"87","10","Álvaro Obregón","09010",-99.28433322,19.33667614,18012,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"88","10","Álvaro Obregón","09010",-99.25922758,19.34906094,18013,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"89","10","Álvaro Obregón","09010",-99.2701434,19.37281026,18014,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"90","10","Álvaro Obregón","09010",-99.24765262,19.38595702,18015,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"91","10","Álvaro Obregón","09010",-99.24623846,19.38708515,18016,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"92","10","Álvaro Obregón","09010",-99.23284189,19.39481448,18017,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"93","10","Álvaro Obregón","09010",-99.23225322,19.39493343,18018,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
"94","10","Álvaro Obregón","09010",-99.23151949,19.39486902,18019,FALSE,"1","09010","09010.1","09","Ciudad de México","Ciudad de México","CDMX","CDMX",2020,759137,361007,398130,16042,8492,"Valle de México",-99.195413,19.390806,1407.28,1.365043253,26012,13.3556305,0,42
